time, MSD, sterr
4.470000e+04,2.072312e+04,8.488542e+01
4.700000e+04,2.179681e+04,8.881024e+01
4.950000e+04,2.290907e+04,9.274773e+01
5.210000e+04,2.401433e+04,9.661244e+01
5.480000e+04,2.516108e+04,1.005699e+02
5.770000e+04,2.638304e+04,1.045384e+02
6.070000e+04,2.755651e+04,1.081340e+02
6.380000e+04,2.885501e+04,1.124925e+02
6.720000e+04,3.021069e+04,1.169653e+02
7.070000e+04,3.156886e+04,1.211233e+02
7.440000e+04,3.300846e+04,1.256321e+02
7.830000e+04,3.458869e+04,1.306543e+02
8.240000e+04,3.630034e+04,1.364077e+02
8.670000e+04,3.817238e+04,1.424434e+02
9.120000e+04,3.996770e+04,1.479054e+02
9.590000e+04,4.176040e+04,1.534958e+02
1.009000e+05,4.372214e+04,1.598982e+02
1.062000e+05,4.592196e+04,1.672104e+02
1.118000e+05,4.823115e+04,1.748893e+02
1.176000e+05,5.058399e+04,1.824119e+02
1.237000e+05,5.300569e+04,1.897468e+02
1.302000e+05,5.552741e+04,1.974247e+02
1.370000e+05,5.805510e+04,2.052687e+02
1.441000e+05,6.072376e+04,2.136596e+02
1.517000e+05,6.366715e+04,2.231885e+02
1.596000e+05,6.675519e+04,2.333019e+02
1.679000e+05,6.995775e+04,2.434748e+02
1.767000e+05,7.328971e+04,2.529136e+02
1.859000e+05,7.660284e+04,2.630873e+02
1.956000e+05,8.023159e+04,2.752118e+02
2.058000e+05,8.400300e+04,2.865848e+02
2.166000e+05,8.804191e+04,2.999440e+02
2.279000e+05,9.202044e+04,3.121083e+02
2.397000e+05,9.644929e+04,3.264866e+02
2.523000e+05,1.012425e+05,3.419651e+02
2.654000e+05,1.063545e+05,3.585574e+02
2.793000e+05,1.114092e+05,3.748441e+02
2.939000e+05,1.166620e+05,3.910430e+02
3.092000e+05,1.225442e+05,4.095978e+02
3.253000e+05,1.286711e+05,4.302428e+02
3.423000e+05,1.348859e+05,4.494007e+02
3.602000e+05,1.415196e+05,4.712587e+02
3.790000e+05,1.485939e+05,4.943099e+02
3.987000e+05,1.561851e+05,5.193288e+02
4.196000e+05,1.639305e+05,5.441945e+02
4.414000e+05,1.715528e+05,5.688795e+02
4.645000e+05,1.801396e+05,5.979711e+02
4.887000e+05,1.889640e+05,6.267136e+02
5.142000e+05,1.994891e+05,6.641171e+02
5.411000e+05,2.101564e+05,6.986048e+02
5.693000e+05,2.211835e+05,7.333395e+02
5.990000e+05,2.327284e+05,7.723602e+02
6.303000e+05,2.455619e+05,8.181088e+02
6.632000e+05,2.587366e+05,8.597869e+02
6.978000e+05,2.729404e+05,9.082374e+02
7.342000e+05,2.882435e+05,9.633463e+02
7.725000e+05,3.035600e+05,1.017375e+03
8.128000e+05,3.195999e+05,1.072001e+03
8.552000e+05,3.366215e+05,1.130145e+03
8.999000e+05,3.555826e+05,1.196653e+03
